ITEM TYPE,RETAIL SALES
WINE,0.33
WINE,0.00
WINE,0.00
WINE,0.33
MONTGRAVET CDL BLC - 750ML,WINE
WINE,0.00
WINE,0.34
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.72
GAI'A THALASSITIS WHT - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,39.09
WINE,1.79
G D VAJRA MOSC D'ASTI - 750ML,WINE
WINE,0.00
WINE,0.24
WINE,2.21
WINE,0.00
ROI DES PIERRES SAN BLC - 750ML,WINE
OUDINOT BRUT NV - 750ML,WINE
LIQUOR,26.89
WINE,0.00
WINE,0.00
WINE,13.32
WINE,0.00
WINE,8.91
WINE,0.00
BLANCK P/BLC - 750ML,WINE
WINE,0.00
WINE,22.45
CATENA LA CONSULTA MAL - 750ML,WINE
WINE,1.56
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,15.57
RUDI PICHLER GR-VELT - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
STRADA CHN - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.88
HEINZ EIFEL EISWEIN - 375ML,WINE
WINE,11.34
WINE,2.96
WINE,0.25
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.40
WINE,5.57
WINE,0.00
WINE,6.52
DVERI-PAX YANEZ - 750ML,WINE
PIKES CLARE VLY LOS COMPANEROS - 750ML,WINE
WINE,1.32
WINE,0.16
WINE,0.33
WINE,0.00
WINE,8.42
WINE,0.00
WINE,2.23
LIQUOR,1.53
WINE,0.51
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,14.73
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.13
FAMILIA ZUCCARDI Q CHARD - 750ML,WINE
WINE,0.00
CAMPUS OAKS O/V ZIN - 750ML,WINE
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
CHOKAISAN JUNMAI DAIGINJO - 720ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.34
WINE,0.00
HENDRY BLOCKS 19&20 CHARD - 750ML,WINE
WINE,0.00
WINE,0.89
WINE,0.00
LIQUOR,1.02
LIQUOR,0.16
WINE,0.82
LIQUOR,1.02
WINE,0.08
WINE,6.44
WINE,0.00
WINE,24.41
WINE,0.00
WINE,0.00
WINE,0.00
CHAPPELLET CERVANTES MTN CUV - 750ML,WINE
WINE,0.00
LIQUOR,0.68
WINE,0.00
WINE,1.24
WINE,0.00
LIQUOR,1.52
WINE,0.00
LIQUOR,2.03
WINE,2.05
WINE,10.14
WINE,0.04
WINE,0.00
WINE,0.00
WINE,25.79
WINE,56.43
WINE,21.00
WINE,5.65
WINE,0.00
LIQUOR,5.30
LIQUOR,31.55
BEER,13.25
WINE,0.24
WINE,6.75
WINE,8.84
LIQUOR,0.51
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.34
WINE,1.05
SANTA LUZ CAB ALBA - 750ML,WINE
SANTA LUZ S/BLC ALBA - 750ML,WINE
WINE,1.16
DONNHOFF OBERHAUSER RIES LEISTEN KAB - 750ML,WINE
WINE,0.00
WINE,0.08
WINE,0.83
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.08
WINE,0.00
VILLA WOLF P/GRIS - 750ML,WINE
ARGYLE BRUT BDB - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.58
WINE,0.00
WINE,0.00
WINE,0.73
WINE,0.00
WINE,0.08
WINE,0.67
WINE,0.16
WINE,0.00
LIQUOR,6.29
WINE,0.00
WINE,0.00
LIQUOR,1.35
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.25
WINE,3.56
WINE,0.16
WINE,0.34
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
AUTARD COTES DU RHONE RGE - 750ML,WINE
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.08
WINE,0.00
WINE,0.00
LIQUOR,0.00
PIERRE HENRI S/BLC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,4.99
WINE,0.24
CASTELLO DI NEIVE BARB - 750ML,WINE
WINE,10.52
WINE,0.00
VILLA WOLF DRY RIES - 750ML,WINE
WINE,0.00
WINE,0.00
HAHN SLH P/NOIR - 750ML,WINE
PAVLIDIS THEMA RED - 750ML,WINE
WINE,0.17
WINE,2.27
WINE,0.00
WINE,0.00
PAVIDLIDIS THEMA WHITE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,31.06
WINE,0.32
WINE,0.00
WINE,0.00
YALUMBA Y SERIES S/BLC - 750ML,WINE
WINE,0.00
WINE,7.50
YALUMBA Y SERIES P/GRIGIO - 750ML,WINE
WINE,0.08
WINE,0.00
WINE,5.06
WINE,0.00
WINE,1.65
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.98
WINE,0.66
WINE,0.00
WINE,0.00
WINE,0.00
CATENA MAL - 375ML,WINE
WINE,0.00
WINE,0.08
WINE,0.16
WINE,0.00
WINE,0.00
TWIN ISLAND S/BLC - 750ML,WINE
JEFF RUNQUIST 1448 RED BLEND - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.02
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
LIQUOR,19.26
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
MOUNTAIN VIEW RED TABLE - 750ML,WINE
WINE,0.65
WINE,0.00
WINE,0.00
WINE,0.00
LA FIERA SOAVE - 750ML,WINE
WINE,0.00
LIQUOR,0.51
WINE,0.00
WINE,0.00
INDABA MOSAIC - 750ML,WINE
WINE,0.00
LIQUOR,0.24
LIQUOR,0.56
WINE,0.00
LIQUOR,0.17
WINE,3.19
WINE,6.79
WINE,0.00
TEXTBOOK NAPA CAB - 750ML,WINE
WINE,0.00
WINE,2.94
WINE,0.00
WINE,0.40
WINE,0.17
WINE,1.94
WINE,0.50
MILBRANDT BROTHERS RED BLEND - 750ML,WINE
WINE,0.00
WINE,0.33
WINE,0.57
WINE,0.00
WINE,0.32
BONESHAKER ZIN - 750ML,WINE
WINE,0.00
WINE,2.40
WINE,0.00
WINE,8.09
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
COLTIBUONO CHN CETAMURA - 750ML,WINE
WINE,0.00
WINE,0.00
DOM LAFAGE BASTIDE MIRAFLORS VV - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.42
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.99
WINE,0.00
WINE,0.00
WINE,8.44
WINE,0.00
EXCELSIOR S/BLC - 750ML,WINE
WINE,0.00
LIQUOR,16.47
LIQUOR,1.48
WINE,1.00
WINE,0.82
NON-ALCOHOL,5.54
NON-ALCOHOL,3.85
LIQUOR,0.51
TOURNON SHAYS FLAT VYD SHZ - 750ML,WINE
LIQUOR,0.17
TOURNON MATHILDA SHZ - 750ML,WINE
WINE,10.35
WINE,0.00
LIQUOR,20.14
WINE,0.41
WINE,0.00
HITCHING POST HOMETOWN P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.17
WINE,0.00
LIQUOR,25.24
THE CURATOR WHITE - 750ML,WINE
LIQUOR,65.18
WINE,0.00
WINE,0.16
LIQUOR,21.54
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,35.02
WINE,0.16
WINE,0.00
LIQUOR,8.87
WINE,0.00
WINE,0.00
WINE,0.00
MONTAND BRUT SPARK - 187ML,WINE
WINE,0.16
WINE,0.00
WINE,0.00
LIQUOR,1.69
WINE,0.08
WINE,0.08
WINE,0.00
WINE,0.00
LIQUOR,38.00
LIQUOR,74.23
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,1.52
WINE,0.00
LIQUOR,1.85
LIQUOR,17.57
LIQUOR,32.02
WINE,4.72
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.16
LIQUOR,74.26
WINE,0.00
WINE,0.00
AVIVE PEACH SPARK - 750ML,WINE
WINE,0.00
LIQUOR,0.17
LIQUOR,0.34
WINE,0.00
LIQUOR,0.80
WINE,0.00
WINE,1.23
DOM LAFAGE TESSELIAC - 750ML,WINE
LIQUOR,303.95
WINE,0.16
LIQUOR,0.32
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,1.86
WINE,0.17
WINE,1.52
WINE,10.98
WINE,2.94
WINE,14.79
WINE,4.69
WINE,22.92
LIQUOR,6.18
WINE,0.33
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.51
WINE,0.00
WINE,0.00
POLIZIANO LOHSA MORELLINO SCANSANO - 750ML,WINE
WINE,0.08
WINE,8.43
WINE,0.08
WINE,18.49
WINE,0.49
WINE,0.00
LIQUOR,0.00
WINE,0.24
WINE,0.98
WINE,0.00
WINE,0.34
WINE,0.51
SELVAPLANA PETROGNANO TOSCANA - 750ML,WINE
TORTOISE CREEK SYR/GREN CHARMEL - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.34
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,59.68
FINCA SOPHENIA RES CAB - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.99
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
MONTAND BRUT NV - 750ML,WINE
WINE,0.08
WINE,0.08
WINE,0.00
WINE,0.49
WINE,1.24
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.33
WINE,0.57
CIELO PROSECCO - 750ML,WINE
WINE,0.00
WINE,0.58
SEGHESIA ANGELA'S ZIN - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.16
WINE,0.08
BURGANS ALBARINO - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.58
CENTORRI MOSCATO - 750ML,WINE
SELVAPIANA CHN RES BUCERCHIALE - 750ML,WINE
WINE,0.00
ALOIS LAGEDER P/BIANCO ADIGE - 750ML,WINE
WINE,0.49
WINE,0.24
WINE,3.12
WINE,0.00
WINE,0.00
WINE,0.00
MONTELLIANIA EX BRUT PROS 6/CS - 750ML,WINE
WINE,0.08
WINE,0.00
WINE,0.40
WINE,0.00
WINE,0.00
WILHELM WALCH PRENDO P/GRIGIO - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
ST COSME ST JOSEPH - 750ML,WINE
WINE,0.97
WINE,0.08
WINE,0.00
NON-ALCOHOL,6.22
WINE,0.16
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,20.49
ELIZABETH SPENCER GREN RSE - 750ML,WINE
WINE,0.00
WINE,0.73
DOM PAUL BUISSE TOURAINE S/BLC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.32
NON-ALCOHOL,7.18
SEAN MINOR POINT NORTH P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
UNANG CDV RGE - 750ML,WINE
WINE,0.00
LIQUOR,6.46
LIQUOR,13.03
WINE,0.08
WINE,0.00
LIQUOR,14.74
STADT KREMS GRUN VELT KREMSTAT - 750ML,WINE
WINE,0.00
WINE,1.00
WINE,0.42
WINE,1.98
WINE,0.00
WINE,0.00
PARADOU VIOG - 750ML,WINE
BELLENE CHARD BOURG - 750ML,WINE
WINE,0.00
WINE,0.65
WINE,0.00
WINE,0.00
WINE,1.08
WINE,0.40
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WATHENS KENTUCKY BOURBON - 750ML,LIQUOR
LIQUOR,2.68
LIQUOR,4.58
NON-ALCOHOL,0.00
NON-ALCOHOL,0.00
WINE,0.00
WINE,5.71
WINE,1.00
WINE,0.00
WINE,0.00
WINE,0.48
LIQUOR,6.57
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.01
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
ENRIQUE MENDOZA LA TREMENDA MONAST - 750ML,WINE
WINE,0.00
SANTA BARBARA SB/C P/NOIR - 750ML,WINE
GRAN PASSIONE ROSSO - 750ML,WINE
MAS FI CAVA BRUT - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.33
WINE,0.32
WINE,0.57
WINE,0.00
WINE,0.00
LIQUOR,9.96
LIQUOR,13.57
THE CURATOR RED - 750ML,WINE
WINE,0.00
WINE,0.66
TIAMO BARB - 750ML,WINE
WINE,1.00
BELLAFINA PROSECCO - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.17
LIQUOR,1.02
NON-ALCOHOL,1.02
WINE,0.00
WINE,0.08
LIQUOR,3.97
LIQUOR,0.34
HAHN SLH CHARD - 750ML,WINE
WINE,0.08
WINE,0.08
WINE,0.84
CHIGNARD FLEURIE LES MORIERS - 750ML,WINE
LIQUOR,13.71
WINE,0.25
WINE,0.41
GRAHAMS PORTO FINE RUBY PORT - 750ML,WINE
WINE,0.49
WINE,0.00
WINE,0.00
WINE,10.73
WINE,1.95
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.89
CAPARZO ROSSO DI MONTAL - 750ML,WINE
WINE,0.00
MEZCALES DE LEYENDA PELOTON MUERTE - 1L,LIQUOR
LIQUOR,0.17
WINE,0.00
ANDERSON CHAB - 18L,WINE
WINE,0.00
LIQUOR,0.85
WINE,0.34
WINE,0.00
WINE,0.00
WINE,0.00
GUEISSARD LE PETIT VDP RSE - 750ML,WINE
WINE,0.00
LIQUOR,5.23
WINE,0.00
WINE,0.00
ANDERSON BURG - 18L,WINE
WINE,0.00
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.08
WINE,0.00
LIQUOR,0.00
WINE,0.00
GUEISSARD LES PAPILLES PROVENCE RSE - 750ML,WINE
WINE,0.33
WINE,0.00
WINE,12.63
WINE,0.00
WINE,0.16
WINE,0.08
WINE,0.00
WINE,15.23
WINE,0.08
WINE,0.00
WINE,1.00
MELVILLE SANTA RITA CHARD - 750ML,WINE
WINE,0.00
ABBAZIA DI NOVACELLA KERNER - 750ML,WINE
LIQUOR,1.19
WINE,1.06
ANCIENT PEAKS S/BLC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.17
WINE,0.00
LIQUOR,0.00
WINE,0.00
WINE,23.19
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
OXFORD LANDING CHARD - 750ML,WINE
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.66
WINE,0.80
WINE,0.41
WINE,0.32
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.66
WINE,0.00
WINE,0.57
WINE,0.00
PRATSCH GRUNER VELT - 750ML,WINE
WINE,1.23
WINE,1.38
YALUMBA Y SERIES VIOG - 750ML,WINE
WINE,0.00
WINE,0.74
WINE,1.12
WINE,0.08
LIQUOR,2.54
WINE,0.00
WINE,0.00
LIQUOR,0.17
WINE,0.00
WINE,1.08
WINE,14.76
WINE,10.34
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.25
WINE,0.00
WINE,0.40
SANTA JULIA ORGANICA CHARD - 750ML,WINE
WINE,0.16
LIQUOR,2.14
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.89
WINE,0.00
NON-ALCOHOL,0.41
WINE,0.24
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.31
WINE,0.00
WINE,0.00
LIQUOR,47.31
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.00
WINE,39.02
LIQUOR,0.34
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.67
WINE,3.90
RED TAIL RIDGE GOOD KARMA - 750ML,WINE
WINE,0.00
LIQUOR,1.32
WINE,0.32
WINE,0.00
WINE,0.00
WINE,18.66
WINE,0.00
WINE,0.00
WINE,0.00
COUROUIS VDP VAUCLUSE RGE - 750ML,WINE
WINE,0.40
WINE,0.00
WINE,0.00
WINE,11.31
KLEIN CONSTANTIA EST RED - 750ML,WINE
MARIETTA CELLARS CHRISTO - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.57
WINE,0.00
WINE,0.08
WINE,0.00
ROBLAR CAB - 750ML,WINE
WINE,0.74
MERIN CHERRIER SANCERRE H - 375ML,WINE
WINE,0.58
WINE,1.70
WINE,0.00
WINE,0.00
WINE,0.81
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.50
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
CHIARLI LAMBRUSCO VECCHIA MODENA - 750ML,WINE
WINE,0.00
SMITH & HOOK CAB - 750ML,WINE
WINE,0.00
LIQUOR,0.00
WINE,0.00
WINE,1.64
WINE,0.08
WINE,1.08
WINE,0.98
WINE,0.40
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
MAN VINTNERS CHARD - 750ML,WINE
WINE,0.00
WINE,-0.42
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.72
WINE,0.25
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.33
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.82
WINE,0.00
WINE,0.17
LIQUOR,1.53
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.34
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.58
DONNHOFF ESTATE RIES - 750ML,WINE
WINE,0.00
WINE,0.00
LIQUOR,0.17
LIQUOR,2.64
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,22.38
WINE,0.00
VINUM CELLARS CHEN BL  - 750ML,WINE
BOL-LEHNERT RIES PIES/GOLD SPAT - 750ML,WINE
WINE,0.00
WINE,0.17
WINE,4.86
WINE,0.50
WINE,0.67
WINE,0.08
WINE,0.24
WINE,0.16
WINE,13.73
WINE,13.82
WINE,0.00
WINE,0.00
WINE,1.56
WINE,0.00
WINE,6.57
WINE,0.00
WINE,0.00
WINE,2.00
WINE,0.00
LIQUOR,0.09
WINE,0.00
BEER,0.00
WINE,2.04
WINE,0.00
ZENATO ROSSO VERONESE ALANERA - 750ML,WINE
WINE,1.58
WINE,0.16
WINE,0.00
WINE,24.69
WINE,0.08
LIQUOR,1.87
WINE,0.00
LIQUOR,1.18
LIQUOR,57.86
LIQUOR,0.08
WINE,0.00
PULENTA EST MALB - 750ML,WINE
WINE,0.97
LIQUOR,47.25
WINE,0.00
VINUM CELLARS CHARD - 750ML,WINE
WINE,0.16
WINE,0.00
BEER,0.00
CARLOS SERRES VIURA TEMP BLANCO - 750ML,WINE
WINE,0.08
WINE,0.00
MOUNTAIN VIEW TABLE WH - 750ML,WINE
WINE,0.00
WINE,19.25
ROI DES PIERRES SANC ROSE - 750ML,WINE
WINE,0.74
WINE,16.47
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.75
WINE,0.00
WINE,1.86
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.25
WINE,0.56
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.32
WINE,3.28
WINE,1.82
LIQUOR,0.41
WINE,0.00
WINE,0.84
LIQUOR,7.45
WINE,0.81
WINE,0.00
WINE,0.32
WINE,0.00
WINE,0.00
WINE,0.34
LIQUOR,44.24
HENDRY CHARD RANCH UNOAK - 750ML,WINE
MERLIN-CHERRIER SANCERRE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,211.82
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,3.42
WINE,0.08
WINE,0.00
WINE,0.00
LIQUOR,11.15
WINE,0.00
SEA PEARL S/BLC - 750ML,WINE
WINE,0.16
LIQUOR,0.34
LIQUOR,0.17
LIQUOR,1.02
LIQUOR,0.00
WINE,2.21
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.06
WINE,0.25
WINE,11.58
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.99
WINE,0.16
WINE,31.55
WINE,1.01
WINE,0.83
SATELLITE S/BLC - 750ML,WINE
PICO MACCARIO LAVIG BARB - 750ML,WINE
WINE,0.08
WINE,0.00
WINE,33.70
LIQUOR,5.61
WINE,0.00
LIQUOR,4.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,7.04
WINE,0.00
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.31
BROADBENT VIN VERDE ROSE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.34
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
SANTA JULIA MT RED BLEND RESA - 750ML,WINE
PRODIGO S/BLC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.33
WINE,0.00
WINE,0.00
WINE,0.17
WINE,0.00
LIQUOR,20.20
LIQUOR,0.34
WINE,0.34
WINE,4.71
WINE,1.19
LIQUOR,12.91
LIQUOR,0.08
LIQUOR,0.17
LIQUOR,0.34
LIQUOR,1.02
LIQUOR,0.17
WINE,0.00
WINE,0.00
WINE,0.74
WINE,0.16
WINE,0.49
WINE,0.00
WINE,0.24
BODEGAS BORSAO ROSE - 750ML,WINE
WINE,2.46
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.81
WINE,1.21
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LE BRUN DE BRETAGNE CIDER EFF - 750ML,WINE
WINE,0.00
WINE,0.00
MAN VINTNERS PINOTAGE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.25
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,4.83
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,1.70
WINE,0.00
WINE,0.00
WINE,0.00
WINE,2.62
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.49
WINE,0.00
WINE,0.00
WINE,0.50
WINE,0.08
WINE,0.00
WINE,1.21
WINE,0.00
LIQUOR,3.55
LIQUOR,5.09
LIQUOR,54.37
WINE,0.90
LIQUOR,1.06
WINE,0.00
WINE,0.00
WINE,0.24
CATENA CAB/FR SAN CARLOS - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,2.17
WINE,0.00
LIQUOR,0.17
WINE,0.00
WINE,11.61
WINE,2.16
WINE,2.32
WINE,0.42
WINE,0.40
WINE,0.00
WINE,0.00
LIQUOR,1.61
WINE,0.00
WINE,0.00
WINE,0.96
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
TORTOISE CREEK P/NOIR MISSION GROVE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.88
WINE,2.96
WINE,0.79
WINE,1.87
WINE,0.00
WINE,4.69
WINE,0.00
WINE,0.25
WINE,0.00
WINE,0.00
WINE,0.50
LIQUOR,0.17
WINE,0.40
WINE,1.00
WINE,0.74
WINE,0.65
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LE CHARMEL PINOT NOIR - 750ML,WINE
ANNABELLA CHARD - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.32
WINE,0.00
WINE,0.00
WINE,0.00
ROOT 1 HERITAGE RED - 750ML,WINE
LIQUOR,0.08
LIQUOR,10.98
WINE,0.00
BUENAS TEMP 13 - 750ML,WINE
BUENAS VIURA 14 - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
TORTOISE CREEK CHARD JAMS BLD -750ML,WINE
LIQUOR,0.17
PUNTO FINAL MAL CLAS - 750ML,WINE
EL ENEMIGO MALB - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,10.17
WINE,0.00
WINE,0.00
WINE,1.68
WINE,0.00
WINE,20.64
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
MONTAND BRUT SPK ROSE - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.57
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.98
WINE,0.57
WINE,0.00
WINE,0.00
WINE,0.00
EVENING LANDING P/NOIR SEVEN SPRINGS - 750ML,WINE
WINE,0.00
WINE,0.73
WINE,0.08
WINE,0.41
WINE,4.79
WINE,5.09
WINE,0.08
WINE,1.91
WINE,0.00
LIQUOR,2.38
WINE,0.00
DR LOOSEN DR L DRY RIES - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
DOM LAFAGE TESSELLAE VV CARIGNANE - 750ML,WINE
LIQUOR,0.34
LIQUOR,28.18
LIQUOR,0.51
LIQUOR,0.34
LIQUOR,0.17
WINE,0.08
WINE,0.74
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LE MESNIL GR CRU BRUT - 750ML,WINE
WINE,0.00
WINE,0.00
LIQUOR,1.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
SANTA JULIA CAB ORGANIC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.00
ANCIENT PEAKS RENEGADE RED BLEND - 750ML,WINE
WINE,0.00
WINE,0.08
WINE,0.08
MASSAYA LE COLOMBIER RED - 750ML,WINE
WINE,0.00
DIBON BRUT ROSE - 750ML,WINE
CHIARLI LAMB CENTENARIO - 750ML,WINE
WINE,0.00
WINE,0.00
SANTA JULIA BL/BL ORG - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.17
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
