ITEM TYPE,RETAIL SALES
NON-ALCOHOL,8.56
WINE,0.97
LIQUOR,0.17
LIQUOR,1.45
LIQUOR,103.51
LIQUOR,0.51
LIQUOR,0.68
LIQUOR,21.08
LIQUOR,0.68
LIQUOR,0.96
LIQUOR,2.85
CASA LAPOSTOLLE CAB - 750ML,WINE
LIQUOR,5.61
LIQUOR,3.23
LIQUOR,14.05
LIQUOR,0.00
LIQUOR,26.58
LIQUOR,0.12
LIQUOR,0.34
LIQUOR,0.17
LIQUOR,0.16
LIQUOR,21.20
WINE,2.02
WINE,1.06
LIQUOR,0.34
WINE,0.32
LIQUOR,4.23
LIQUOR,0.34
BEER,10.12
LIQUOR,0.17
WINE,4.07
LIQUOR,0.08
WINE,3.05
WINE,9.93
LIQUOR,27.69
LIQUOR,0.34
WINE,27.95
LIQUOR,1.53
LIQUOR,1.30
LIQUOR,1.19
WINE,11.45
LIQUOR,0.17
WINE,0.17
WINE,38.33
LIQUOR,0.17
WINE,0.00
LIQUOR,6.29
LIQUOR,4.90
WINE,0.96
WINE,2.83
LIQUOR,1.35
LIQUOR,1.69
LIQUOR,77.67
WINE,18.50
LIQUOR,19.69
KRIS P/NOIR - 750ML,WINE
WINE,6.38
WINE,0.90
LIQUOR,4.58
WINE,2.12
LIQUOR,0.34
WINE,13.00
WINE,15.81
LIQUOR,1.70
WINE,9.23
WINE,1.94
WINE,0.50
WINE,1.70
LIQUOR,0.08
LIQUOR,9.25
WINE,5.49
LIQUOR,0.00
LIQUOR,5.60
LIQUOR,0.34
LIQUOR,0.17
LIQUOR,6.61
LIQUOR,0.40
BEER,0.00
LIQUOR,0.68
LIQUOR,0.85
LIQUOR,1.34
LIQUOR,7.74
LIQUOR,5.78
WINE,6.97
STONEWALL RUM - 750ML,LIQUOR
WINE,17.62
WINE,4.86
LIQUOR,10.24
LIQUOR,0.00
LIQUOR,0.20
WINE,54.75
BEER,0.00
LIQUOR,0.17
LIQUOR,0.08
WINE,7.19
LIQUOR,0.08
LIQUOR,0.66
WINE,2.81
LIQUOR,52.64
LIQUOR,0.34
WINE,10.20
LIQUOR,0.17
WINE,20.65
LIQUOR,0.51
LIQUOR,0.17
LIQUOR,1.85
LIQUOR,3.05
LIQUOR,0.68
LIQUOR,1.87
CASA LAPOSTOLLE S/BLC - 750ML,WINE
LIQUOR,1.02
WOLFBURN SINGLE MALT SCOTCH - 750ML,LIQUOR
LIQUOR,1.36
LIQUOR,0.17
WINE,3.33
LIQUOR,8.81
WINE,2.89
LIQUOR,0.68
LIQUOR,0.17
LIQUOR,16.02
LIQUOR,35.46
LIQUOR,1.35
LIQUOR,1.87
LIQUOR,13.68
WINE,7.16
LIQUOR,0.11
WINE,15.61
LIQUOR,9.82
LIQUOR,4.01
COUSINO MACUL CHARD - 750ML,WINE
LIQUOR,19.98
COUSINO MACUL ANTIGUAS CAB - 750ML,WINE
LIQUOR,0.16
LIQUOR,80.76
COUSINO MACUL CAB - 750ML,WINE
LIQUOR,44.15
LIQUOR,6.60
WINE,19.10
LIQUOR,4.38
LIQUOR,0.17
WINE,10.48
LIQUOR,1.76
LIQUOR,71.17
LIQUOR,102.02
WINE,49.35
WINE,57.87
LIQUOR,0.72
LIQUOR,1.02
LIQUOR,0.08
LIQUOR,0.85
LIQUOR,2.04
LIQUOR,199.92
LIQUOR,0.06
LIQUOR,0.65
WINE,4.74
NON-ALCOHOL,17.84
WINE,0.00
LIQUOR,0.16
LIQUOR,1.36
LIQUOR,0.33
LIQUOR,0.33
LIQUOR,1.05
LIQUOR,0.85
LIQUOR,0.00
LIQUOR,24.60
WINE,129.50
LIQUOR,0.24
LIQUOR,42.46
COUSINO MACUL MERLOT - 750ML,WINE
LIQUOR,0.32
WINE,11.38
WINE,18.75
WINE,6.90
LIQUOR,3.30
LIQUOR,9.90
LIQUOR,6.76
LIQUOR,0.30
KEGS,0.00
WINE,12.80
LIQUOR,0.49
LIQUOR,7.62
LIQUOR,2.38
LIQUOR,3.74
LIQUOR,0.00
LIQUOR,3.23
LIQUOR,2.04
WINE,4.46
LIQUOR,1.68
WINE,7.06
LIQUOR,0.17
LIQUOR,0.99
WINE,0.08
LIQUOR,0.34
LIQUOR,0.17
LIQUOR,0.34
LIQUOR,0.17
LIQUOR,0.17
BEER,0.00
LIQUOR,45.87
WINE,0.25
LIQUOR,0.34
LIQUOR,0.32
LIQUOR,0.08
LIQUOR,0.24
LIQUOR,0.17
LIQUOR,2.16
LIQUOR,0.33
LIQUOR,6.97
WINE,0.08
LIQUOR,11.86
LIQUOR,5.80
LIQUOR,1.01
LIQUOR,31.02
LIQUOR,4.59
LIQUOR,1.85
LIQUOR,1.69
LIQUOR,0.24
LIQUOR,0.33
LIQUOR,0.16
LIQUOR,2.89
LIQUOR,0.68
WINE,23.14
LIQUOR,0.57
LIQUOR,0.77
LIQUOR,0.32
LIQUOR,0.34
LIQUOR,0.51
WINE,2.21
LIQUOR,7.28
LIQUOR,0.50
LIQUOR,1.28
BEER,2.75
LIQUOR,7.54
LIQUOR,5.59
WINE,0.00
WINE,12.07
LIQUOR,2.66
WINE,2.19
WINE,0.50
LIQUOR,149.56
LIQUOR,46.28
LIQUOR,0.20
CASA LAPOSTOLLE CUV ALEX CHARD - 750ML,WINE
LIQUOR,8.76
LIQUOR,52.03
LIQUOR,0.17
LIQUOR,87.28
LIQUOR,5.08
LIQUOR,1.12
LIQUOR,0.16
WINE,89.97
LIQUOR,8.59
LIQUOR,13.48
LIQUOR,0.08
WINE,5.87
WINE,7.18
WINE,3.88
LIQUOR,1.19
LIQUOR,1.19
WINE,158.51
LIQUOR,0.17
WINE,2.04
LIQUOR,0.85
LIQUOR,4.57
LIQUOR,0.08
LIQUOR,0.24
WINE,4.10
LIQUOR,0.00
LIQUOR,1.53
LIQUOR,0.34
LIQUOR,0.08
LIQUOR,0.33
WINE,33.97
LIQUOR,0.17
WINE,0.58
LIQUOR,1.04
LIQUOR,0.68
WINE,0.16
LIQUOR,0.17
LIQUOR,1.02
WINE,7.66
LIQUOR,1.70
LIQUOR,0.66
WINE,0.24
WINE,0.16
WINE,0.00
LIQUOR,31.59
LIQUOR,2.72
LIQUOR,0.68
LIQUOR,0.75
LIQUOR,4.74
LIQUOR,0.44
LIQUOR,1.87
LIQUOR,1.43
LIQUOR,4.97
WINE,1.79
LIQUOR,0.88
LIQUOR,3.39
LIQUOR,13.28
WINE,5.96
LIQUOR,0.64
LIQUOR,17.28
LIQUOR,0.17
LIQUOR,0.83
LIQUOR,91.08
LIQUOR,0.34
LIQUOR,9.52
WINE,51.62
LIQUOR,25.28
LIQUOR,0.02
LIQUOR,5.40
LIQUOR,1.10
WINE,20.99
LIQUOR,19.26
LIQUOR,0.41
LIQUOR,3.38
LIQUOR,0.51
WINE,8.58
LIQUOR,1.70
LIQUOR,13.21
LIQUOR,31.51
LIQUOR,14.57
WINE,11.69
WINE,0.84
NON-ALCOHOL,17.02
WINE,1.54
LIQUOR,2.88
LIQUOR,0.51
WINE,30.58
LIQUOR,0.68
LIQUOR,0.16
EL DESTILADOR REPOSADO -LITER,LIQUOR
LIQUOR,0.33
LIQUOR,0.17
LIQUOR,12.24
EL DESTILADOR BLANCO - LITER,LIQUOR
LIQUOR,1.86
LIQUOR,6.58
LIQUOR,4.00
LIQUOR,1.36
LIQUOR,28.91
LIQUOR,1.01
LIQUOR,4.07
LIQUOR,2.19
WINE,29.50
MEDLEY BROTHERS 10 YEAR PRIVATE STOCK - 750ML,LIQUOR
LIQUOR,1.36
WINE,14.64
LIQUOR,5.07
LIQUOR,2.02
LIQUOR,12.39
LIQUOR,0.17
WINE,12.90
WINE,2.38
LIQUOR,10.28
WINE,10.39
WINE,0.97
WINE,0.00
WINE,0.08
WINE,8.74
WINE,0.00
LIQUOR,0.85
WINE,2.71
WINE,10.83
LIQUOR,0.17
WINE,0.16
LIQUOR,3.40
LIQUOR,0.17
LIQUOR,0.67
LIQUOR,1.19
WINE,46.53
LIQUOR,1.02
LIQUOR,0.33
LIQUOR,0.17
LIQUOR,0.17
WINE,0.81
LIQUOR,0.85
LIQUOR,0.67
LIQUOR,24.63
LIQUOR,8.13
LIQUOR,6.76
LIQUOR,6.60
LIQUOR,0.34
LIQUOR,2.55
LIQUOR,3.06
LIQUOR,2.21
LIQUOR,1.36
LIQUOR,1.70
LIQUOR,1.87
LIQUOR,3.05
WINE,22.79
LIQUOR,116.61
LIQUOR,0.51
WINE,2.46
LIQUOR,0.65
LIQUOR,0.93
LIQUOR,0.26
WINE,34.83
WINE,23.15
LIQUOR,0.17
LIQUOR,0.68
COUSINO MACUL ANTIGUAS CHARD - 750ML,WINE
WINE,0.17
LIQUOR,1.28
LIQUOR,0.12
LIQUOR,0.25
LIQUOR,1.19
LIQUOR,2.88
LIQUOR,11.88
LIQUOR,1.36
LIQUOR,3.04
LIQUOR,4.76
LIQUOR,3.23
LIQUOR,0.17
LIQUOR,3.36
WINE,49.75
LIQUOR,0.16
WINE,0.24
WINE,48.44
LIQUOR,1.02
WINE,0.24
WINE,25.66
LIQUOR,24.04
LIQUOR,3.06
WINE,1.13
WINE,4.23
WINE,2.96
WINE,10.46
LIQUOR,0.08
LIQUOR,4.57
LIQUOR,4.06
LIQUOR,0.62
LIQUOR,0.29
LIQUOR,0.41
LIQUOR,0.48
LIQUOR,1.23
LIQUOR,0.63
WINE,1.05
WINE,67.54
WINE,0.66
LIQUOR,0.85
LIQUOR,0.49
LIQUOR,0.40
WINE,27.38
WINE,6.07
WINE,3.71
WINE,0.00
LIQUOR,0.56
LIQUOR,4.96
LIQUOR,64.03
LIQUOR,0.32
LIQUOR,2.71
LIQUOR,33.24
LIQUOR,3.53
WINE,4.37
WINE,0.24
LIQUOR,0.34
LIQUOR,9.51
WINE,5.02
LIQUOR,0.96
LIQUOR,0.24
LIQUOR,0.16
LIQUOR,0.08
LIQUOR,0.25
LIQUOR,2.09
LIQUOR,0.97
LIQUOR,13.85
WINE,6.16
WINE,14.60
WINE,66.17
LIQUOR,35.17
LIQUOR,39.16
LIQUOR,47.44
LIQUOR,2.51
WINE,70.29
LIQUOR,46.58
WINE,3.82
WINE,89.91
WINE,6.11
LIQUOR,0.50
LIQUOR,12.39
WINE,16.60
LIQUOR,8.90
WINE,0.00
LIQUOR,0.68
LIQUOR,0.17
LIQUOR,15.25
LIQUOR,0.51
LIQUOR,0.08
WINE,19.00
WINE,2.13
LIQUOR,1.28
LIQUOR,0.96
LIQUOR,1.70
LIQUOR,0.08
LIQUOR,0.08
LIQUOR,19.90
LIQUOR,0.34
WINE,16.56
NON-ALCOHOL,3.49
LIQUOR,0.85
WINE,7.60
LIQUOR,0.51
LIQUOR,10.63
BEER,0.00
LIQUOR,2.38
LIQUOR,2.88
LIQUOR,2.71
LIQUOR,3.53
LIQUOR,0.08
WINE,17.71
LIQUOR,0.40
LIQUOR,1.19
LIQUOR,3.04
WINE,0.00
WINE,16.80
LIQUOR,12.99
LIQUOR,11.35
LIQUOR,9.04
WINE,38.90
LIQUOR,4.32
LIQUOR,8.14
WINE,6.24
LIQUOR,37.12
LIQUOR,0.68
LIQUOR,3.45
LIQUOR,0.91
WINE,3.04
WINE,5.92
LIQUOR,4.09
LIQUOR,0.68
WINE,11.54
LIQUOR,2.70
WINE,3.92
LIQUOR,1.52
LIQUOR,2.01
LIQUOR,0.16
LIQUOR,0.50
LIQUOR,21.67
BEER,0.00
WINE,17.79
BARBOURSVILLE P/GRIG - 750ML,WINE
WINE,0.00
LIQUOR,9.60
LIQUOR,0.22
LIQUOR,0.16
LIQUOR,0.51
BARBOURSVILLE RES CHARD - 750ML,WINE
WINE,0.98
WINE,8.08
LIQUOR,1.87
LIQUOR,0.07
WINE,20.54
KILCHOMAN MACHIR BAY SM - 750ML,LIQUOR
LIQUOR,2.08
LIQUOR,2.05
LIQUOR,0.17
LIQUOR,0.17
WINE,35.88
WINE,0.00
LIQUOR,1.92
LIQUOR,0.17
NON-ALCOHOL,0.49
LIQUOR,2.36
LIQUOR,0.51
WINE,21.26
WINE,8.07
WINE,17.26
WINE,1.57
WINE,2.24
LIQUOR,1.52
WINE,14.67
LIQUOR,0.17
LIQUOR,2.57
WINE,22.84
WINE,2.95
WINE,19.47
WINE,0.00
WINE,0.00
LIQUOR,22.98
LIQUOR,0.51
BEER,0.50
LIQUOR,2.88
LIQUOR,40.47
LIQUOR,17.75
LIQUOR,0.17
LIQUOR,5.40
LIQUOR,3.72
LIQUOR,2.03
WINE,5.68
LIQUOR,4.11
WINE,0.83
WINE,16.78
WINE,0.25
LIQUOR,2.36
WINE,2.74
LIQUOR,0.17
LIQUOR,6.63
WINE,6.37
LIQUOR,3.96
LIQUOR,4.42
BEER,0.00
WINE,25.61
WINE,11.55
KEGS,0.00
LIQUOR,0.49
KEGS,0.00
WINE,21.69
WINE,46.42
BEER,0.00
BEER,11.00
BEER,0.00
BEER,0.00
BEER,15.00
BEER,0.00
WINE,28.37
WINE,7.41
WINE,0.33
WINE,0.24
BEER,0.00
WINE,61.13
WINE,1.60
LIQUOR,3.40
LIQUOR,1.87
LIQUOR,0.34
LIQUOR,0.17
LIQUOR,0.08
LIQUOR,6.46
BEER,103.45
WINE,2.85
LIQUOR,2.54
LIQUOR,0.08
BEER,54.75
KEGS,0.00
WINE,35.78
LIQUOR,0.85
LIQUOR,2.88
LIQUOR,2.69
LIQUOR,1.35
LIQUOR,0.51
WINE,25.02
WINE,5.08
LIQUOR,5.07
WINE,6.89
WINE,4.20
WINE,0.32
WINE,0.66
LIQUOR,0.34
BEER,193.00
LIQUOR,6.18
LIQUOR,11.37
WINE,5.06
LIQUOR,26.27
WINE,37.32
LIQUOR,5.00
LIQUOR,0.96
LIQUOR,0.16
WINE,0.17
BEER,14.00
LIQUOR,4.85
LIQUOR,1.85
WINE,6.52
WINE,0.57
LIQUOR,0.68
LIQUOR,0.00
LIQUOR,0.84
LIQUOR,9.48
LIQUOR,4.26
BEER,21.75
LIQUOR,0.00
LIQUOR,5.61
LIQUOR,4.89
LIQUOR,43.61
WINE,1.56
LIQUOR,1.08
LIQUOR,4.21
LIQUOR,18.25
LIQUOR,0.34
LIQUOR,5.95
LIQUOR,0.34
LIQUOR,1.86
LIQUOR,0.57
BEER,0.78
LIQUOR,0.00
WINE,3.51
LIQUOR,0.41
LIQUOR,0.17
LIQUOR,2.55
LIQUOR,0.00
WINE,0.16
BEER,0.25
LIQUOR,14.21
WINE,2.32
WINE,14.43
WINE,1.64
WINE,18.55
LIQUOR,3.23
WINE,0.66
BEER,0.00
LIQUOR,0.08
LIQUOR,0.33
WINE,7.22
LIQUOR,0.17
WINE,6.95
LIQUOR,36.24
WINE,3.87
LIQUOR,0.32
WINE,29.38
LIQUOR,5.40
WINE,6.98
WINE,81.90
LIQUOR,0.97
LIQUOR,4.23
WINE,34.66
LIQUOR,1.18
WINE,0.49
WINE,15.16
WINE,0.17
NON-ALCOHOL,0.34
LIQUOR,11.11
WINE,24.21
WINE,34.04
WINE,23.00
WINE,35.79
WINE,4.25
LIQUOR,1.18
BEER,2.02
WINE,40.70
WINE,13.21
WINE,10.05
LIQUOR,3.91
WINE,29.71
LIQUOR,3.05
LIQUOR,44.18
WINE,15.22
WINE,9.13
LIQUOR,34.25
WINE,0.08
LIQUOR,0.16
WINE,6.02
LIQUOR,4.69
WINE,3.71
LIQUOR,0.33
WINE,0.65
WINE,9.89
LIQUOR,0.17
LIQUOR,1.40
LIQUOR,0.16
WINE,4.21
LIQUOR,0.34
LIQUOR,0.16
LIQUOR,0.51
LIQUOR,1.00
LIQUOR,4.55
LIQUOR,1.33
LIQUOR,1.08
LIQUOR,0.72
LIQUOR,1.53
WINE,3.03
WINE,0.24
LIQUOR,3.05
BEER,0.00
LIQUOR,1.02
LIQUOR,20.83
LIQUOR,20.69
LIQUOR,11.78
LIQUOR,57.84
LIQUOR,0.16
LIQUOR,1.69
LIQUOR,34.24
LIQUOR,3.91
LIQUOR,0.17
BEER,8.25
WINE,6.11
WINE,7.70
WINE,0.00
WINE,2.71
STR_SUPPLIES,0.00
WINE,3.22
WINE,7.71
WINE,3.37
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.34
WINE,0.17
WINE,0.00
WINE,0.00
WINE,1.51
BEER,0.00
WINE,2.58
BEER,3.70
WINE,0.08
WINE,6.08
WINE,1.37
WINE,1.24
WINE,5.83
WINE,0.82
WINE,1.85
WINE,2.51
WINE,0.00
WINE,14.10
WINE,5.09
WINE,15.75
WINE,3.54
WINE,24.62
WINE,12.44
WINE,54.07
NON-ALCOHOL,0.84
WINE,19.96
WINE,0.41
NON-ALCOHOL,1.70
WINE,17.73
WINE,3.16
WINE,2.44
WINE,3.85
NON-ALCOHOL,1.53
WINE,8.73
WINE,23.35
BEER,2.50
BEER,59.75
WINE,2.71
KEGS,0.00
NON-ALCOHOL,6.76
WINE,4.25
WINE,17.75
WINE,0.41
WINE,8.32
WINE,0.08
WINE,2.71
WINE,3.80
NON-ALCOHOL,2.00
WINE,31.72
WINE,0.74
WINE,0.66
WINE,7.81
WINE,0.00
WINE,29.25
WINE,2.12
WINE,0.56
WINE,0.08
WINE,3.44
WINE,1.81
WINE,14.86
WINE,0.66
WINE,0.25
WINE,13.65
WINE,5.75
WINE,8.66
WINE,3.90
WINE,0.00
WINE,0.08
WINE,0.25
WINE,1.18
WINE,8.31
WINE,2.00
STR_SUPPLIES,0.00
WINE,0.08
WINE,7.46
WINE,6.70
WINE,4.74
WINE,53.50
WINE,27.00
WINE,2.24
WINE,0.08
WINE,3.74
WINE,3.02
WINE,2.88
WINE,0.40
WINE,9.75
WINE,6.95
WINE,0.16
WINE,21.21
WINE,0.16
WINE,3.06
WINE,0.58
WINE,5.09
WINE,1.98
WINE,42.53
STR_SUPPLIES,0.00
WINE,3.92
LIQUOR,4.58
LIQUOR,7.62
WINE,5.21
WINE,0.24
WINE,0.34
WINE,6.91
WINE,4.67
LIQUOR,0.34
WINE,0.57
LIQUOR,0.48
TERRANOBLE CLASSIC CAB - 750ML,WINE
WINE,2.29
WINE,3.11
LIQUOR,1.02
WINE,0.41
WINE,9.51
WINE,1.08
LIQUOR,0.17
WINE,0.25
LIQUOR,0.32
WINE,1.70
LIQUOR,0.11
LIQUOR,0.32
WINE,0.17
STR_SUPPLIES,0.00
WINE,0.48
LIQUOR,0.51
LIQUOR,0.04
WINE,0.00
WINE,0.17
WINE,0.81
WINE,0.51
WINE,0.32
WINE,2.67
LIQUOR,39.02
WINE,1.53
WINE,14.14
WINE,0.00
WINE,0.34
LIQUOR,6.09
WINE,0.34
WINE,3.56
WINE,0.75
WINE,10.56
WINE,12.93
LIQUOR,0.68
LIQUOR,30.29
LIQUOR,0.34
LIQUOR,0.99
WINE,4.90
LIQUOR,0.85
WINE,12.10
STR_SUPPLIES,0.00
WINE,0.17
WINE,2.26
WINE,10.98
WINE,2.89
WINE,0.33
WINE,11.50
WINE,4.89
WINE,1.90
WINE,19.06
WINE,0.97
WINE,15.00
WINE,6.32
WINE,1.08
WINE,7.41
WINE,0.32
WINE,0.66
WINE,52.16
WINE,3.24
JUVE Y CAMPS CINTA PURPA CAVA - 750ML,WINE
WINE,4.03
WINE,0.08
WINE,3.91
ROOT 1 S/BLC - 750ML,WINE
WINE,1.49
WINE,8.42
WINE,6.25
WINE,3.23
WINE,4.39
WINE,47.77
WINE,0.00
WINE,21.32
WINE,35.24
WINE,28.48
WINE,7.64
WINE,10.45
WINE,3.39
WINE,15.46
WINE,5.04
WINE,14.52
WINE,0.16
WINE,10.45
WINE,12.03
WINE,32.24
FAT BASTARD P/NOIR - 750ML,WINE
WINE,10.68
WINE,13.49
WINE,8.18
WINE,67.56
WINE,0.17
WINE,0.00
WINE,0.16
WINE,19.39
WINE,2.42
WINE,2.92
WINE,0.24
WINE,0.24
WINE,6.89
WINE,0.16
WINE,36.65
WINE,19.00
NON-ALCOHOL,4.36
WINE,0.51
WINE,5.07
WINE,4.06
WINE,0.08
WINE,10.73
WINE,1.06
WINE,12.03
WINE,5.00
WINE,8.68
WINE,182.69
WINE,1.07
WINE,1.70
WINE,2.89
WINE,9.32
WINE,5.56
WINE,1.70
WINE,0.97
WINE,1.86
WINE,14.60
WINE,0.85
WINE,0.00
WINE,22.16
WINE,5.75
WINE,0.98
WINE,8.26
WINE,1.66
WINE,0.33
LIQUOR,19.28
WINE,25.89
WINE,0.00
WINE,1.21
LIQUOR,24.18
WINE,15.50
LIQUOR,0.46
WINE,31.39
BEER,0.00
WINE,3.72
WINE,2.86
WINE,44.92
WINE,0.68
WINE,0.49
WINE,0.96
WINE,1.05
WINE,2.87
WINE,1.56
TERRANOBLE CLASSIC S/BLC - 750ML,WINE
WINE,1.71
WINE,1.47
WINE,1.01
WINE,0.97
WINE,0.48
WINE,0.08
WINE,2.74
WINE,0.16
WINE,10.34
WINE,2.29
WINE,0.40
WINE,33.25
WINE,0.49
TILIA MALB/SYR - 750ML,WINE
BEER,0.00
BEER,0.00
WINE,8.21
WINE,0.33
WINE,0.00
WINE,10.34
WINE,9.00
WINE,0.08
WINE,3.05
WINE,0.08
TILIA MERLOT - 750ML,WINE
WINE,28.90
WINE,32.00
TEXAS BEACH BLOODY MARY MIX - 32OZ,NON-ALCOHOL
WINE,2.71
WINE,0.97
WINE,0.49
WINE,2.82
WINE,4.72
WINE,2.12
WINE,3.57
WINE,6.62
WINE,4.90
WINE,1.05
WINE,4.13
WINE,0.24
WINE,1.21
WINE,1.53
WINE,1.55
WINE,0.48
WINE,1.32
WINE,31.62
WINE,1.30
WINE,0.17
BEER,0.00
WINE,26.56
TILIA CHARD - 750ML,WINE
WINE,1.38
WINE,1.64
WINE,6.43
WINE,1.47
WINE,18.00
WINE,0.17
WINE,0.65
TILIA MALBEC - 750ML,WINE
WINE,0.08
WINE,8.75
WINE,2.49
WINE,0.82
WINE,8.77
WINE,0.00
WINE,1.72
WINE,0.24
WINE,0.08
WINE,7.01
WINE,0.57
WINE,0.00
WINE,37.64
WINE,1.53
WINE,1.31
WINE,0.00
WINE,2.37
WINE,0.16
WINE,11.61
WINE,0.25
WINE,10.28
WINE,27.39
WINE,7.75
WINE,0.00
WINE,4.25
WINE,5.87
BEER,0.25
WINE,5.50
WINE,2.95
WINE,0.00
WINE,0.99
WINE,0.17
WINE,2.62
WINE,4.24
WINE,1.40
WINE,11.30
WINE,0.32
WINE,0.16
WINE,0.00
WINE,25.28
WINE,0.48
WINE,40.18
WINE,21.33
WINE,21.54
BEER,0.00
WINE,11.25
WINE,29.47
WINE,50.51
WINE,8.32
WINE,56.40
WINE,5.36
WINE,3.41
WINE,67.06
WINE,22.50
WINE,25.34
TILIA CAB - 750ML,WINE
WINE,0.49
WINE,38.00
WINE,1.28
WINE,39.00
WINE,43.49
WINE,0.80
WINE,98.64
WINE,20.88
WINE,1.13
BEER,0.00
WINE,16.56
WINE,2.52
WINE,0.00
WINE,55.50
WINE,5.22
WINE,3.00
WINE,0.51
WINE,4.08
WINE,2.91
WINE,0.41
WINE,2.17
WINE,0.00
WINE,0.00
WINE,2.19
WINE,0.08
WINE,47.39
WINE,2.38
WINE,0.00
WINE,42.78
WINE,6.91
WINE,3.05
WINE,3.01
WINE,1.89
WINE,1.17
WINE,0.08
WINE,0.00
WINE,34.03
WINE,26.46
WINE,2.29
WINE,21.25
WINE,3.90
WINE,0.17
WINE,29.00
WINE,6.20
WINE,0.17
WINE,1.15
BEER,0.00
WINE,25.65
WINE,4.20
WINE,18.12
WINE,32.91
WINE,1.22
WINE,60.25
WINE,0.41
WINE,13.07
WINE,1.04
WINE,1.31
WINE,14.66
WINE,0.08
WINE,27.50
WINE,32.00
WINE,2.69
WINE,1.73
WINE,9.39
WINE,16.75
WINE,2.38
WINE,1.04
WINE,34.26
WINE,0.08
WINE,7.16
WINE,15.06
WINE,0.81
WINE,0.64
ROOT 1 CARMENERE - 750ML,WINE
WINE,0.17
BEER,1.10
WINE,13.50
HIGH NOTE MALBEC - 750ML,WINE
WINE,0.66
WINE,0.65
WINE,11.67
WINE,8.93
WINE,1.00
WINE,6.07
WINE,32.42
WINE,56.52
WINE,10.62
WINE,5.63
NON-ALCOHOL,2.83
WINE,0.40
WINE,1.94
WINE,9.78
WINE,12.36
WINE,0.48
WINE,6.59
WINE,1.13
WINE,63.45
WINE,2.71
WINE,0.32
WINE,0.08
WINE,3.99
WINE,0.08
WINE,11.26
WINE,0.90
WINE,0.00
WINE,61.92
WINE,22.00
WINE,5.86
WINE,0.50
WINE,54.50
WINE,0.57
WINE,124.00
WINE,30.00
WINE,0.00
WINE,0.72
WINE,0.00
WINE,28.50
BEER,42.00
WINE,7.23
WINE,1.97
LIQUOR,0.33
WINE,2.73
WINE,6.41
WINE,4.93
WINE,1.02
WINE,35.09
WINE,6.97
WINE,0.16
WINE,1.31
WINE,7.60
WINE,18.34
WINE,0.32
WINE,7.37
WINE,11.17
WINE,4.75
WINE,0.32
WINE,3.70
WINE,1.64
WINE,0.25
WINE,17.96
WINE,95.27
WINE,0.57
WINE,1.86
WINE,0.00
WINE,0.24
BEER,1.58
KEGS,0.00
WINE,5.75
WINE,0.00
WINE,277.06
WINE,2.06
WINE,0.17
WINE,0.32
WINE,46.25
WINE,0.08
WINE,7.94
WINE,0.57
WINE,0.00
WINE,1.46
WINE,0.41
WINE,2.88
WINE,0.33
WINE,8.24
BEER,0.00
WINE,0.91
WINE,1.31
WINE,0.24
WINE,17.73
WINE,8.19
WINE,8.92
WINE,5.34
WINE,0.00
WINE,5.39
WINE,5.28
BEER,0.81
WINE,2.80
WINE,24.72
WINE,8.67
WINE,5.73
WINE,14.49
WINE,0.40
WINE,272.36
WINE,1.14
WINE,35.63
WINE,11.10
WINE,3.23
WINE,82.65
WINE,221.78
WINE,8.66
WINE,40.65
WINE,77.46
WINE,9.10
WINE,24.88
WINE,179.72
WINE,2.58
WINE,13.89
WINE,228.55
WINE,3.55
WINE,1.04
WINE,13.05
WINE,14.26
WINE,9.42
WINE,20.40
WINE,4.04
WINE,0.00
WINE,0.17
WINE,0.16
WINE,0.50
WINE,14.78
WINE,0.00
WINE,3.20
WINE,4.58
WINE,1.70
WINE,8.24
WINE,13.61
WINE,2.00
WINE,2.27
WINE,0.64
WINE,0.33
WINE,11.94
WINE,1.86
WINE,5.44
WINE,0.17
WINE,2.72
WINE,7.42
WINE,0.33
WINE,0.00
WINE,0.00
WINE,7.94
WINE,0.00
WINE,213.19
WINE,0.08
WINE,2.63
WINE,1.53
WINE,3.73
WINE,1.17
WINE,12.06
WINE,4.10
WINE,28.62
WINE,0.00
WINE,5.05
WINE,53.83
WINE,3.26
WINE,8.67
WINE,20.20
WINE,6.95
WINE,2.13
WINE,20.34
WINE,3.50
WINE,29.01
WINE,26.28
WINE,102.55
WINE,0.89
WINE,0.34
WINE,46.98
WINE,53.85
WINE,11.46
WINE,0.00
WINE,14.48
WINE,12.86
WINE,5.08
WINE,49.15
WINE,0.00
WINE,5.09
WINE,0.98
WINE,6.62
WINE,70.04
WINE,3.51
WINE,2.72
BEER,0.00
WINE,0.17
WINE,1.25
WINE,115.63
WINE,0.49
WINE,19.44
WINE,24.62
WINE,19.94
WINE,68.43
WINE,16.76
WINE,8.60
WINE,27.77
WINE,2.85
WINE,25.93
WINE,0.40
WINE,10.31
WINE,30.81
WINE,1.34
WINE,1.56
WINE,22.65
WINE,0.17
WINE,25.00
WINE,4.21
WINE,8.27
WINE,4.15
WINE,13.74
WINE,6.43
WINE,20.43
WINE,10.91
WINE,1.82
WINE,34.59
WINE,87.46
WINE,5.27
WINE,7.81
WINE,1.55
WINE,5.24
WINE,6.25
WINE,0.40
WINE,0.17
WINE,1.17
WINE,5.16
WINE,49.11
WINE,0.57
WINE,79.43
